"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"1474","0q6LuUqGLUiCPP1cbdwFs3",0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867,0
"1475","11bD1JtSjlIgKgZG2134DZ",0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,0
"1476","68NsOuum1AegLDhOIr2ADL",0.798,0.318,10,-6.849,0,0.0431,0.0437,0,0.158,0.425,92.49,229000,0
"1477","0SbytvHLix8OCZp17Pi0O1",0.484,0.457,5,-4.684,1,0.0286,0.276,0,0.338,0.132,74.041,331653,0
"1478","5Ux410GeRXrojeP0vUPx6v",0.561,0.667,4,-5.191,0,0.0508,0.586,0,0.116,0.385,128.962,241688,0
"1479","6BEKt5axiNeWCr9huv0k7I",0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,142547,0
"1480","0uJrYwDIKZgHLtCY3z36Dj",0.616,0.0801,11,-18.868,0,0.0296,0.889,0,0.12,0.298,85.008,257192,0
"1481","0BxE4FqsDD1Ot4YuBXwAPp",0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,0
"1482","44uOreAESeRIBaxkuCW4wN",0.385,0.435,7,-8.01,1,0.0338,0.265,0,0.13,0.266,142.443,211851,0
"1483","4o0NjemqhmsYLIMwlcosvW",0.316,0.769,0,-5.283,0,0.0422,0.0142,0,0.0928,0.127,122.507,321147,0
"1484","07VBqWH6NG8L2ad3l84UKk",0.353,0.686,7,-5.704,0,0.0534,0.00216,0,0.123,0.177,94.47,205280,0
"1485","4kTd0TND65MUY4BlcmJ2cM",0.698,0.627,2,-6.481,1,0.036,0.0423,7.16e-06,0.0834,0.796,91.989,161133,0
"1486","2ABslCJtxwLFLCUHWctSaL",0.673,0.632,4,-7.13,1,0.0373,0.372,0,0.152,0.513,129.974,256468,0
"1487","6ATapyXgmB4zkjtO2zkmyq",0.606,0.406,0,-9.174,1,0.0256,0.893,0,0.1,0.389,105.945,162293,0
"1488","67LKZcv1J2Yj4pk5UIuFQW",0.507,0.428,6,-4.677,1,0.0263,0.662,0.149,0.101,0.406,138.163,133129,0
"1489","2QjOHCTQ1Jl3zawyYOpxh6",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,0
"1490","20uqMtDRyrpL46XpCRRgpS",0.66,0.721,6,-6.801,0,0.0593,0.0612,3.23e-05,0.108,0.551,95.051,191048,0
"1491","06cCziAHtDg6pcsidZHu03",0.617,0.704,4,-6.835,1,0.0301,0.000467,1.33e-05,0.326,0.358,99.804,254510,0
"1492","3lGMtkONrZdJ8kTCg6KIFf",0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,221800,0
"1493","3iae2RXq0yQZ2Q80CvVB3H",0.628,0.433,2,-10.325,0,0.0385,0.839,0.00751,0.104,0.143,116.002,183360,0
"1494","1HNdxnWzK2YKW9tUPIL5qU",0.556,0.486,2,-7.139,1,0.0329,0.0371,1.45e-06,0.164,0.243,119.955,236533,0
"1495","31vZNE9IbY0JI0gRmaLAWr",0.538,0.545,4,-4.818,0,0.028,0.00709,5.45e-05,0.139,0.32,120.071,250067,0
"1496","2vqmpOXimiT8mSXeQrFZnB",0.545,0.169,0,-16.249,1,0.132,0.908,0,0.0942,0.482,98.225,124853,0
"1497","601KiLiZtBJRTXBrTjeieP",0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818,0
"1498","2RLm6OrnjLuoyQEowCJ6QE",0.62,0.159,3,-14.343,1,0.0563,0.636,0.000555,0.0673,0.285,96.615,219370,0
"1499","0c2yZp1tTYAUiKraMdS8Yg",0.56,0.731,2,-6.121,1,0.0281,0.0475,0,0.282,0.401,99.981,244824,0
